,level_0,index,Rooms,Date,Distance,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
7172,7172,7172,3,2016,11.2,3.0,1.0,1.0,654.0,,1982.4117647058824,-37.7412,144.8888,1076000.0,1,0,0,0,1,0,0,0,1,0,0
7173,7173,7173,4,2016,11.2,4.0,3.0,2.0,641.0,,1982.4117647058824,-37.7317,144.8751,850000.0,1,0,0,0,1,0,0,0,1,0,0
7174,7174,7174,5,2016,11.2,4.0,2.0,2.0,650.0,290.0,2005.0,-37.7391,144.8875,1400000.0,1,0,0,0,0,0,0,1,1,0,0
7175,7175,7175,4,2016,11.2,3.0,3.0,2.0,539.0,162.0,1976.0,-37.7444,144.8847,1080000.0,1,0,0,0,1,0,0,0,1,0,0
7176,7176,7176,3,2017,11.2,3.0,1.0,2.0,653.0,,1982.4117647058824,-37.734,144.8785,1065000.0,1,0,0,0,0,0,1,0,1,0,0
7178,7178,7178,3,2016,11.2,3.0,2.0,2.0,403.0,,1982.4117647058824,-37.7324,144.8765,773000.0,1,0,0,0,1,0,0,0,1,0,0
7179,7179,7179,3,2016,11.2,3.0,1.0,1.0,202.0,,1982.4117647058824,-37.7389,144.887,700000.0,0,0,1,0,1,0,0,0,1,0,0
7180,7180,7180,3,2016,11.2,3.0,2.0,1.0,198.0,,2008.0,-37.7357,144.8908,760000.0,0,0,1,0,1,0,0,0,1,0,0
7181,7181,7181,2,2016,11.2,2.0,1.0,2.0,650.0,,1982.4117647058824,-37.7378,144.8893,1190000.0,1,0,0,0,1,0,0,0,1,0,0
7183,7183,7183,3,2016,11.2,3.0,1.0,1.0,643.0,125.0,1950.0,-37.736,144.8839,1015000.0,1,0,0,0,1,0,0,0,1,0,0
7184,7184,7184,3,2016,11.2,3.0,1.0,0.0,656.0,,1950.0,-37.738,144.8816,875000.0,1,0,0,0,0,0,1,0,1,0,0
7185,7185,7185,3,2017,11.2,3.0,1.0,1.0,650.0,,1982.4117647058824,-37.7352,144.8845,1020000.0,1,0,0,0,1,0,0,0,1,0,0
7186,7186,7186,3,2016,11.2,3.0,1.0,1.0,275.0,,1982.4117647058824,-37.7383,144.8898,773000.0,0,0,1,0,1,0,0,0,1,0,0
7187,7187,7187,2,2016,11.2,2.0,1.0,1.0,167.0,,1982.4117647058824,-37.7328,144.8764,522500.0,0,0,1,0,0,0,1,0,1,0,0
7189,7189,7189,3,2016,11.2,3.0,1.0,1.0,655.0,,1982.4117647058824,-37.7459,144.8906,1100000.0,1,0,0,0,1,0,0,0,1,0,0
7190,7190,7190,2,2016,11.2,2.0,1.0,1.0,646.0,,1982.4117647058824,-37.7433,144.891,1007000.0,1,0,0,0,1,0,0,0,1,0,0
7192,7192,7192,4,2016,11.2,4.0,3.0,3.0,1982.4117647058824,225.0,1950.0,-37.7386,144.8902,1245000.0,1,0,0,1,0,0,0,0,0,1,0
7193,7193,7193,3,2016,11.2,3.0,2.0,3.0,653.0,,1982.4117647058824,-37.7396,144.8887,1155000.0,1,0,0,0,1,0,0,0,1,0,0
7194,7194,7194,3,2016,11.2,3.0,1.0,1.0,256.0,,1982.4117647058824,-37.741,144.8901,746000.0,0,0,1,0,1,0,0,0,1,0,0
7195,7195,7195,4,2016,11.2,4.0,3.0,2.0,424.0,,1982.4117647058824,-37.748,144.8873,1160000.0,1,0,0,1,0,0,0,0,0,0,1
7198,7198,7198,3,2016,11.2,3.0,1.0,1.0,643.0,119.0,1950.0,-37.7449,144.8899,1105000.0,1,0,0,0,1,0,0,0,0,1,0
7200,7200,7200,2,2016,11.2,2.0,1.0,1.0,269.0,,1982.4117647058824,-37.74,144.8851,591000.0,0,0,1,0,1,0,0,0,0,1,0
7201,7201,7201,3,2016,11.2,3.0,1.0,1.0,645.0,,1982.4117647058824,-37.736,144.8809,960000.0,1,0,0,1,0,0,0,0,1,0,0
7202,7202,7202,3,2016,11.2,3.0,2.0,2.0,203.0,,1982.4117647058824,-37.7465,144.8867,815000.0,0,0,1,0,1,0,0,0,1,0,0
7203,7203,7203,4,2016,2.3,4.0,3.0,4.0,310.0,276.0,1880.0,-37.7958,144.944,2920000.0,1,0,0,0,1,0,0,0,1,0,0
7204,7204,7204,3,2016,2.3,2.0,1.0,0.0,517.0,,1958.123595505618,-37.7967,144.9472,1635000.0,1,0,0,0,1,0,0,0,1,0,0
7205,7205,7205,1,2016,2.3,1.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.8044,144.9566,491000.0,0,0,1,0,0,0,1,0,1,0,0
7206,7206,7206,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,65.0,1970.0,-37.7994,144.9464,540000.0,0,0,1,0,1,0,0,0,1,0,0
7207,7207,7207,1,2016,2.3,1.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.7916,144.9443,340000.0,0,0,1,0,1,0,0,0,0,1,0
7208,7208,7208,2,2017,2.3,2.0,1.0,1.0,1958.123595505618,64.0,1970.0,-37.7936,144.9426,726000.0,0,0,1,0,1,0,0,0,1,0,0
7209,7209,7209,3,2017,2.3,3.0,1.0,0.0,83.0,129.0,1980.0,-37.7987,144.9497,1340000.0,1,0,0,0,1,0,0,0,0,0,1
7210,7210,7210,2,2017,2.3,2.0,2.0,1.0,88.0,119.0,2010.0,-37.8018,144.9429,1105000.0,0,1,0,0,1,0,0,0,1,0,0
7211,7211,7211,2,2017,2.3,2.0,1.0,1.0,215.0,0.0,2000.0,-37.7953,144.9437,841000.0,0,1,0,0,1,0,0,0,1,0,0
7212,7212,7212,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,74.0,1960.0,-37.7988,144.9475,528500.0,0,0,1,0,0,0,1,0,0,1,0
7213,7213,7213,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.802,144.951,585000.0,0,0,1,0,0,1,0,0,0,0,1
7215,7215,7215,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.8055,144.9547,645000.0,0,0,1,0,1,0,0,0,1,0,0
7216,7216,7216,1,2016,2.3,1.0,1.0,1.0,1045.0,55.0,2011.0,-37.802,144.9516,410000.0,0,0,1,0,0,0,0,1,1,0,0
7217,7217,7217,2,2016,2.3,2.0,1.0,2.0,1958.123595505618,54.0,1975.0,-37.7955,144.9492,550000.0,0,0,1,0,0,0,1,0,1,0,0
7218,7218,7218,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.7988,144.9478,470000.0,0,0,1,0,0,0,0,1,0,0,1
7219,7219,7219,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,57.0,2006.0,-37.8044,144.9566,470000.0,0,0,1,0,0,0,0,1,0,0,1
7221,7221,7221,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.7988,144.9475,475000.0,0,0,1,0,1,0,0,0,0,1,0
7222,7222,7222,2,2016,2.3,2.0,2.0,1.0,1958.123595505618,84.0,2006.0,-37.802,144.9459,640000.0,0,0,1,0,1,0,0,0,0,0,1
7223,7223,7223,4,2016,2.3,3.0,2.0,1.0,246.0,,1958.123595505618,-37.7914,144.9439,1330000.0,1,0,0,0,1,0,0,0,0,1,0
7225,7225,7225,2,2016,2.3,2.0,2.0,1.0,1958.123595505618,98.0,1998.0,-37.8015,144.9526,720000.0,0,0,1,0,1,0,0,0,0,0,1
7226,7226,7226,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.8016,144.9486,888000.0,0,1,0,0,1,0,0,0,1,0,0
7229,7229,7229,3,2016,2.3,3.0,2.0,1.0,97.0,139.0,2011.0,-37.8014,144.949,1325000.0,1,0,0,0,1,0,0,0,1,0,0
7230,7230,7230,1,2016,2.3,1.0,1.0,1.0,1958.123595505618,52.0,2003.0,-37.8,144.9542,368000.0,0,0,1,0,0,0,1,0,1,0,0
7231,7231,7231,3,2017,2.3,3.0,2.0,2.0,67.0,,2005.0,-37.804,144.9441,1300000.0,0,1,0,0,1,0,0,0,1,0,0
7232,7232,7232,2,2016,2.3,2.0,1.0,1.0,1588.0,71.0,1970.0,-37.7988,144.9478,450000.0,0,0,1,0,0,0,0,1,0,0,1
7233,7233,7233,3,2016,2.3,3.0,2.0,0.0,118.0,150.0,1890.0,-37.7976,144.944,1385000.0,1,0,0,0,1,0,0,0,1,0,0
7235,7235,7235,2,2016,2.3,2.0,2.0,1.0,584.0,120.0,2008.0,-37.8016,144.9508,990000.0,1,0,0,0,1,0,0,0,1,0,0
7236,7236,7236,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1960.0,-37.8004,144.9465,440000.0,0,0,1,1,0,0,0,0,1,0,0
7238,7238,7238,2,2016,2.3,2.0,1.0,2.0,1958.123595505618,84.0,2000.0,-37.8022,144.9439,606000.0,0,0,1,0,1,0,0,0,1,0,0
7239,7239,7239,1,2016,2.3,1.0,1.0,1.0,1958.123595505618,60.0,2012.0,-37.802,144.9516,450000.0,0,0,1,0,0,0,1,0,1,0,0
7240,7240,7240,3,2016,2.3,2.0,1.0,0.0,232.0,93.0,1930.0,-37.7977,144.9512,1470000.0,1,0,0,0,1,0,0,0,1,0,0
7241,7241,7241,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1958.123595505618,-37.8004,144.9465,591500.0,0,0,1,0,1,0,0,0,1,0,0
7242,7242,7242,2,2016,2.3,2.0,2.0,1.0,1958.123595505618,,1958.123595505618,-37.8029,144.9452,1300000.0,0,1,0,0,0,0,0,1,1,0,0
7244,7244,7244,2,2016,2.3,2.0,2.0,0.0,109.0,100.0,1900.0,-37.795,144.942,1010000.0,1,0,0,0,1,0,0,0,1,0,0
7245,7245,7245,2,2016,2.3,2.0,1.0,0.0,161.0,106.0,1960.0,-37.8043,144.9437,1266000.0,1,0,0,0,1,0,0,0,1,0,0
7246,7246,7246,2,2016,2.3,2.0,1.0,2.0,1958.123595505618,69.0,2004.0,-37.8004,144.9544,620000.0,0,0,1,0,1,0,0,0,0,0,1
7250,7250,7250,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,,1970.0,-37.7981,144.9461,540000.0,0,0,1,0,1,0,0,0,0,1,0
7252,7252,7252,2,2016,2.3,2.0,2.0,1.0,146.0,,1958.123595505618,-37.7959,144.9464,1200000.0,1,0,0,0,0,0,1,0,1,0,0
7253,7253,7253,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,75.0,2002.0,-37.8055,144.9547,630000.0,0,0,1,0,0,0,1,0,0,1,0
7256,7256,7256,2,2017,2.3,2.0,1.0,1.0,2300.0,68.0,1975.0,-37.7997,144.9472,560000.0,0,0,1,0,1,0,0,0,1,0,0
7257,7257,7257,2,2016,2.3,2.0,2.0,1.0,55.0,,2011.0,-37.8014,144.9488,800000.0,1,0,0,0,0,0,0,1,1,0,0
7258,7258,7258,2,2016,2.3,2.0,2.0,1.0,1958.123595505618,96.0,2012.0,-37.8009,144.9471,665500.0,0,0,1,0,1,0,0,0,0,1,0
7259,7259,7259,2,2016,2.3,2.0,1.0,2.0,1004.0,65.0,1971.0,-37.7926,144.9441,550055.0,0,0,1,0,0,0,1,0,1,0,0
7260,7260,7260,1,2016,2.3,1.0,1.0,1.0,649.0,43.0,1970.0,-37.7971,144.9448,358000.0,0,0,1,0,0,0,1,0,1,0,0
7261,7261,7261,1,2016,2.3,1.0,1.0,1.0,1958.123595505618,45.0,1975.0,-37.7955,144.9492,320000.0,0,0,1,0,1,0,0,0,0,0,1
7262,7262,7262,3,2016,2.3,3.0,2.0,1.0,61.0,170.0,1920.0,-37.8039,144.9424,1000000.0,0,1,0,0,0,0,0,1,1,0,0
7263,7263,7263,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,85.0,2005.0,-37.8044,144.9566,598000.0,0,0,1,0,1,0,0,0,0,1,0
7264,7264,7264,2,2016,2.3,2.0,2.0,1.0,1958.123595505618,2.0,1958.123595505618,-37.802,144.951,950000.0,0,0,1,0,1,0,0,0,1,0,0
7265,7265,7265,3,2016,2.3,3.0,2.0,1.0,64.0,,2008.0,-37.7994,144.9521,1065000.0,0,1,0,0,1,0,0,0,0,1,0
7266,7266,7266,2,2016,2.3,2.0,1.0,1.0,111.0,73.0,1880.0,-37.8044,144.9481,885000.0,1,0,0,0,1,0,0,0,1,0,0
7269,7269,7269,2,2016,2.3,2.0,1.0,1.0,1958.123595505618,1.0,1970.0,-37.7976,144.9454,587134.0,0,0,1,0,0,0,1,0,0,1,0
7271,7271,7271,2,2016,5.5,2.0,1.0,1.0,245.0,108.0,1890.0,-37.7662,145.0096,1286000.0,1,0,0,0,1,0,0,0,0,1,0
7272,7272,7272,3,2016,5.5,3.0,1.0,1.0,215.0,125.0,1920.0,-37.7759,144.9909,1200000.0,1,0,0,0,1,0,0,0,1,0,0
7273,7273,7273,3,2016,5.5,3.0,2.0,2.0,286.0,188.0,2007.0,-37.7708,145.0054,1382500.0,1,0,0,0,0,1,0,0,1,0,0
7274,7274,7274,2,2016,5.5,2.0,2.0,1.0,1938.8923076923077,,1938.8923076923077,-37.7679,144.9994,630000.0,0,0,1,0,1,0,0,0,0,1,0
7275,7275,7275,4,2016,5.5,4.0,2.0,1.0,464.0,179.0,1910.0,-37.7805,145.004,1600000.0,1,0,0,0,0,0,0,1,1,0,0
7279,7279,7279,3,2017,5.5,3.0,2.0,1.0,267.0,,1920.0,-37.7744,145.0033,1310000.0,1,0,0,1,0,0,0,0,1,0,0
7280,7280,7280,2,2017,5.5,2.0,1.0,0.0,140.0,,1938.8923076923077,-37.7709,144.9964,1035000.0,1,0,0,0,1,0,0,0,1,0,0
7281,7281,7281,3,2017,5.5,3.0,2.0,4.0,613.0,,1938.8923076923077,-37.7664,145.0121,1980000.0,1,0,0,0,1,0,0,0,0,1,0
7282,7282,7282,2,2017,5.5,2.0,1.0,2.0,1938.8923076923077,,1938.8923076923077,-37.7828,145.0096,592000.0,0,0,1,0,1,0,0,0,0,1,0
7283,7283,7283,3,2017,5.5,3.0,1.0,3.0,520.0,,1938.8923076923077,-37.7683,145.0156,1335000.0,1,0,0,0,1,0,0,0,1,0,0
7284,7284,7284,3,2016,5.5,3.0,1.0,1.0,247.0,160.0,1890.0,-37.7798,144.9952,1710000.0,1,0,0,1,0,0,0,0,0,1,0
7285,7285,7285,4,2016,5.5,4.0,1.0,1.0,484.0,,1925.0,-37.7672,145.0095,1590000.0,1,0,0,0,0,0,1,0,1,0,0
7288,7288,7288,6,2016,5.5,6.0,2.0,2.0,772.0,257.0,1992.0,-37.7813,145.0065,2000000.0,1,0,0,0,0,0,1,0,1,0,0
7291,7291,7291,2,2016,5.5,2.0,2.0,1.0,1938.8923076923077,69.0,2011.0,-37.7793,144.9972,583000.0,0,0,1,0,0,0,1,0,1,0,0
7292,7292,7292,2,2016,5.5,2.0,1.0,1.0,1882.0,,1938.8923076923077,-37.768,144.9895,418000.0,0,0,1,0,0,0,1,0,1,0,0
7294,7294,7294,3,2016,5.5,3.0,1.0,1.0,213.0,,1938.8923076923077,-37.766,145.0039,860000.0,1,0,0,1,0,0,0,0,1,0,0
7295,7295,7295,2,2016,5.5,2.0,2.0,2.0,55.0,100.0,2013.0,-37.7627,144.9898,650000.0,0,1,0,0,0,0,0,1,1,0,0
7299,7299,7299,4,2016,5.5,4.0,2.0,1.0,415.0,218.0,1900.0,-37.7807,144.9948,1700000.0,1,0,0,1,0,0,0,0,1,0,0
7300,7300,7300,2,2016,5.5,2.0,1.0,3.0,607.0,126.0,1945.0,-37.7668,145.0149,1575000.0,1,0,0,0,0,1,0,0,0,1,0
7301,7301,7301,2,2016,5.5,2.0,1.0,1.0,191.0,73.0,1920.0,-37.7715,144.9951,950000.0,1,0,0,0,1,0,0,0,0,1,0
7303,7303,7303,3,2016,5.5,3.0,1.0,3.0,472.0,101.0,1924.0,-37.7765,145.0027,1655000.0,1,0,0,0,0,0,1,0,1,0,0
7304,7304,7304,4,2016,5.5,4.0,1.0,2.0,608.0,,1870.0,-37.7731,144.9967,1950000.0,1,0,0,0,1,0,0,0,1,0,0
7306,7306,7306,4,2016,5.5,2.0,1.0,1.0,314.0,,1938.8923076923077,-37.763,144.9978,905000.0,1,0,0,0,1,0,0,0,1,0,0
7307,7307,7307,3,2016,5.5,3.0,2.0,1.0,259.0,156.0,1910.0,-37.7687,144.9922,1255000.0,1,0,0,0,1,0,0,0,1,0,0
7308,7308,7308,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,,1938.8923076923077,-37.7765,144.996,601000.0,0,0,1,0,1,0,0,0,1,0,0
7309,7309,7309,2,2016,5.5,2.0,1.0,2.0,347.0,115.0,1935.0,-37.763,144.9886,1020000.0,1,0,0,0,1,0,0,0,1,0,0
7311,7311,7311,1,2016,5.5,1.0,1.0,2.0,1938.8923076923077,55.0,1970.0,-37.7842,144.9991,435000.0,0,0,1,0,1,0,0,0,1,0,0
7312,7312,7312,2,2016,5.5,2.0,1.0,1.0,136.0,78.0,2000.0,-37.7651,145.0027,790000.0,1,0,0,1,0,0,0,0,0,1,0
7313,7313,7313,3,2016,5.5,2.0,1.0,2.0,497.0,,1938.8923076923077,-37.7739,145.0114,990000.0,1,0,0,0,1,0,0,0,1,0,0
7314,7314,7314,2,2016,5.5,2.0,1.0,2.0,1938.8923076923077,65.0,2000.0,-37.7828,145.0096,605000.0,0,0,1,0,1,0,0,0,0,1,0
7318,7318,7318,4,2016,5.5,4.0,2.0,2.0,440.0,,1992.0,-37.7852,144.9975,2270000.0,1,0,0,0,1,0,0,0,0,1,0
7319,7319,7319,1,2016,5.5,1.0,1.0,0.0,1938.8923076923077,41.0,1970.0,-37.7827,144.9999,385000.0,0,0,1,0,0,0,1,0,0,1,0
7322,7322,7322,2,2016,5.5,2.0,1.0,0.0,367.0,,1938.8923076923077,-37.7704,145.0067,900000.0,1,0,0,0,1,0,0,0,0,1,0
7323,7323,7323,4,2016,5.5,4.0,1.0,2.0,1938.8923076923077,,1938.8923076923077,-37.763,144.9966,1340000.0,1,0,0,0,1,0,0,0,0,0,1
7324,7324,7324,3,2017,5.5,3.0,2.0,1.0,379.0,,1938.8923076923077,-37.7741,145.0109,1300000.0,1,0,0,0,1,0,0,0,1,0,0
7326,7326,7326,4,2016,5.5,4.0,2.0,2.0,282.0,,1938.8923076923077,-37.7709,145.0057,1310000.0,1,0,0,1,0,0,0,0,1,0,0
7327,7327,7327,2,2016,5.5,4.0,1.0,2.0,238.0,,1938.8923076923077,-37.7732,144.9957,1112000.0,1,0,0,0,1,0,0,0,1,0,0
7330,7330,7330,2,2016,5.5,2.0,1.0,2.0,229.0,,1900.0,-37.7681,144.9877,910000.0,1,0,0,0,1,0,0,0,1,0,0
7334,7334,7334,3,2016,5.5,3.0,3.0,1.0,55.0,,2013.0,-37.7626,144.9898,830000.0,0,1,0,0,1,0,0,0,1,0,0
7336,7336,7336,4,2016,5.5,4.0,1.0,2.0,1938.8923076923077,,1938.8923076923077,-37.7736,145.0004,2100000.0,1,0,0,1,0,0,0,0,0,1,0
7338,7338,7338,3,2016,5.5,3.0,1.0,1.0,445.0,125.0,1920.0,-37.7652,145.0123,1190000.0,1,0,0,0,1,0,0,0,1,0,0
7340,7340,7340,3,2016,5.5,3.0,1.0,2.0,184.0,108.0,2006.0,-37.7825,145.0104,865000.0,0,1,0,0,1,0,0,0,0,1,0
7343,7343,7343,4,2016,5.5,5.0,2.0,1.0,573.0,186.0,1890.0,-37.7707,144.9924,2175000.0,1,0,0,0,1,0,0,0,1,0,0
7344,7344,7344,3,2016,5.5,3.0,1.0,2.0,610.0,,1938.8923076923077,-37.7704,145.0066,1085000.0,1,0,0,0,1,0,0,0,0,0,1
7345,7345,7345,1,2016,5.5,1.0,1.0,1.0,1938.8923076923077,39.0,1960.0,-37.7783,144.9954,312000.0,0,0,1,0,1,0,0,0,0,1,0
7347,7347,7347,1,2016,5.5,1.0,1.0,0.0,1938.8923076923077,,1938.8923076923077,-37.7827,144.9999,320000.0,0,0,1,1,0,0,0,0,1,0,0
7348,7348,7348,2,2016,5.5,2.0,1.0,1.0,225.0,92.0,1910.0,-37.7663,145.0009,890000.0,1,0,0,0,1,0,0,0,1,0,0
7351,7351,7351,5,2016,5.5,4.0,3.0,3.0,490.0,331.0,1920.0,-37.7726,145.0048,2700000.0,1,0,0,0,1,0,0,0,1,0,0
7352,7352,7352,2,2016,5.5,2.0,1.0,0.0,229.0,99.0,1910.0,-37.7784,145.0042,1101000.0,1,0,0,0,1,0,0,0,1,0,0
7354,7354,7354,3,2016,5.5,3.0,1.0,2.0,380.0,,1938.8923076923077,-37.7709,145.0105,926000.0,1,0,0,0,1,0,0,0,1,0,0
7356,7356,7356,3,2016,5.5,3.0,1.0,0.0,158.0,106.0,1910.0,-37.7756,144.9891,1050000.0,1,0,0,0,0,0,1,0,1,0,0
7357,7357,7357,3,2016,5.5,3.0,1.0,1.0,178.0,124.0,2000.0,-37.771,144.9974,1010000.0,1,0,0,0,1,0,0,0,1,0,0
7358,7358,7358,5,2016,5.5,5.0,2.0,2.0,692.0,,1920.0,-37.7784,145.0035,2155000.0,1,0,0,0,1,0,0,0,1,0,0
7360,7360,7360,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,,1970.0,-37.7813,145.0062,430000.0,0,0,1,1,0,0,0,0,1,0,0
7361,7361,7361,3,2016,5.5,3.0,1.0,1.0,522.0,174.0,1910.0,-37.7752,145.0032,1900000.0,1,0,0,0,0,0,1,0,1,0,0
7362,7362,7362,2,2016,5.5,2.0,1.0,1.0,190.0,102.0,1985.0,-37.7667,144.9909,888000.0,1,0,0,0,0,0,1,0,1,0,0
7363,7363,7363,2,2016,5.5,2.0,1.0,1.0,354.0,97.0,1920.0,-37.7638,144.9933,1020000.0,1,0,0,0,1,0,0,0,1,0,0
7364,7364,7364,3,2016,5.5,2.0,3.0,2.0,425.0,,1938.8923076923077,-37.7684,145.0099,1160000.0,1,0,0,0,1,0,0,0,1,0,0
7365,7365,7365,2,2016,5.5,2.0,1.0,1.0,174.0,106.0,1995.0,-37.7642,144.9963,844000.0,1,0,0,0,1,0,0,0,1,0,0
7366,7366,7366,3,2016,5.5,2.0,3.0,1.0,448.0,,1938.8923076923077,-37.7792,144.9951,1860000.0,1,0,0,0,1,0,0,0,1,0,0
7367,7367,7367,3,2016,5.5,3.0,1.0,2.0,401.0,,1938.8923076923077,-37.7801,144.9954,1676000.0,1,0,0,0,1,0,0,0,1,0,0
7368,7368,7368,3,2016,5.5,3.0,2.0,2.0,608.0,138.0,2012.0,-37.7763,144.9967,900000.0,0,1,0,0,1,0,0,0,1,0,0
7369,7369,7369,3,2016,5.5,3.0,1.0,1.0,328.0,135.0,1920.0,-37.7745,145.0045,1300000.0,1,0,0,0,1,0,0,0,1,0,0
7370,7370,7370,3,2016,5.5,3.0,1.0,2.0,150.0,119.0,2000.0,-37.7648,145.0098,810000.0,0,0,1,0,0,0,1,0,1,0,0
7372,7372,7372,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,109.0,2000.0,-37.7711,145.013,701000.0,0,1,0,0,0,0,1,0,1,0,0
7373,7373,7373,1,2016,5.5,1.0,1.0,0.0,1938.8923076923077,,1938.8923076923077,-37.7793,144.9972,410000.0,0,0,1,0,1,0,0,0,1,0,0
7374,7374,7374,2,2017,5.5,2.0,1.0,2.0,314.0,120.0,1938.8923076923077,-37.7762,145.003,1255000.0,1,0,0,0,1,0,0,0,1,0,0
7377,7377,7377,2,2017,5.5,2.0,1.0,1.0,120.0,76.0,1975.0,-37.7715,145.0075,665000.0,0,0,1,1,0,0,0,0,1,0,0
7380,7380,7380,2,2017,5.5,2.0,2.0,1.0,152.0,120.0,1938.8923076923077,-37.7661,145.0001,1085000.0,1,0,0,0,1,0,0,0,0,1,0
7381,7381,7381,3,2017,5.5,3.0,1.0,2.0,899.0,143.0,1960.0,-37.7822,144.9935,2315000.0,1,0,0,0,0,0,1,0,0,1,0
7383,7383,7383,2,2016,5.5,2.0,1.0,3.0,453.0,93.0,1920.0,-37.7666,145.0132,1170000.0,1,0,0,0,1,0,0,0,1,0,0
7384,7384,7384,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,,1938.8923076923077,-37.7736,145.0074,875000.0,1,0,0,0,1,0,0,0,1,0,0
7386,7386,7386,3,2016,5.5,3.0,1.0,1.0,407.0,143.0,1900.0,-37.7799,144.9937,1715000.0,1,0,0,0,1,0,0,0,0,0,1
7387,7387,7387,3,2016,5.5,3.0,1.0,1.0,302.0,,1938.8923076923077,-37.7636,144.9864,1396500.0,1,0,0,0,1,0,0,0,0,1,0
7388,7388,7388,1,2016,5.5,1.0,1.0,1.0,1938.8923076923077,40.0,1970.0,-37.7827,144.9999,422000.0,0,0,1,0,1,0,0,0,0,0,1
7389,7389,7389,3,2016,5.5,3.0,1.0,0.0,304.0,131.0,1910.0,-37.7642,145.001,1474000.0,1,0,0,0,1,0,0,0,1,0,0
7390,7390,7390,3,2016,5.5,3.0,2.0,1.0,165.0,,1997.0,-37.7814,145.0039,1340000.0,1,0,0,0,1,0,0,0,1,0,0
7391,7391,7391,3,2016,5.5,3.0,1.0,0.0,279.0,,1938.8923076923077,-37.77,145.0049,980000.0,1,0,0,0,1,0,0,0,1,0,0
7392,7392,7392,2,2016,5.5,2.0,1.0,2.0,243.0,102.0,1890.0,-37.7653,145.0014,1035000.0,1,0,0,0,1,0,0,0,1,0,0
7393,7393,7393,2,2016,5.5,2.0,1.0,1.0,1938.8923076923077,65.0,2009.0,-37.7641,144.9958,460000.0,0,0,1,0,0,0,0,1,1,0,0
7394,7394,7394,3,2016,5.5,2.0,2.0,2.0,403.0,180.0,1920.0,-37.7673,145.0081,1760000.0,1,0,0,0,1,0,0,0,1,0,0
7396,7396,7396,3,2016,5.5,3.0,1.0,2.0,274.0,,2006.0,-37.7815,145.0096,975000.0,1,0,0,0,1,0,0,0,1,0,0
7399,7399,7399,2,2016,5.5,2.0,1.0,2.0,306.0,86.0,1910.0,-37.7644,145.004,1095000.0,1,0,0,0,1,0,0,0,1,0,0
7400,7400,7400,3,2016,5.5,3.0,1.0,0.0,1938.8923076923077,,1938.8923076923077,-37.7821,144.9995,1121000.0,1,0,0,0,1,0,0,0,1,0,0
7401,7401,7401,1,2016,5.5,2.0,1.0,1.0,1938.8923076923077,,1938.8923076923077,-37.7635,144.9934,370000.0,0,0,1,1,0,0,0,0,1,0,0
7402,7402,7402,3,2016,5.5,3.0,1.0,2.0,307.0,135.0,1910.0,-37.764,144.9976,1225000.0,1,0,0,0,0,0,1,0,1,0,0
7403,7403,7403,4,2016,5.5,3.0,2.0,1.0,569.0,,1938.8923076923077,-37.772,145.0039,2004000.0,1,0,0,0,1,0,0,0,1,0,0
7404,7404,7404,2,2016,5.5,2.0,1.0,1.0,178.0,100.0,1900.0,-37.777,144.9922,1211000.0,1,0,0,0,1,0,0,0,1,0,0
7405,7405,7405,5,2016,5.5,4.0,4.0,3.0,569.0,,1910.0,-37.7763,144.9964,4300000.0,1,0,0,0,0,0,1,0,0,1,0
7407,7407,7407,3,2016,5.5,3.0,1.0,1.0,335.0,,1938.8923076923077,-37.7816,145.0141,1400000.0,1,0,0,0,1,0,0,0,0,1,0
7408,7408,7408,2,2016,5.5,2.0,1.0,1.0,129.0,115.0,1975.0,-37.7668,145.0063,770000.0,0,0,1,0,1,0,0,0,1,0,0
7409,7409,7409,3,2016,5.5,3.0,1.0,2.0,318.0,,1938.8923076923077,-37.7733,145.0078,1090000.0,1,0,0,0,0,0,1,0,0,1,0
7410,7410,7410,4,2016,5.5,3.0,1.0,1.0,654.0,,1938.8923076923077,-37.7756,145.0082,1830000.0,1,0,0,0,1,0,0,0,0,1,0
