,Unnamed: 0,level_0,index,Rooms,Date,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Lattitude,Longtitude,Price,Type(h),Type(t),Type(u),Method(S),Method(SP),Method(PI),Method(VB),Method(SA),big,medium,small
2215,3745,3745,3745,2,2016,2.0,1.0,2.0,239.0,110.0,1940.0,-37.8845,144.999,900000.0,1,0,0,0,0,0,0,1,0,1,0
2216,3746,3746,3746,3,2016,3.0,2.0,2.0,447.0,181.0,1920.0,-37.8912,145.0138,1625000.0,1,0,0,0,1,0,0,0,0,1,0
2217,3747,3747,3747,2,2016,2.0,1.0,1.0,221.0,,1938.9054054054052,-37.8829,145.0129,906000.0,1,0,0,0,1,0,0,0,0,1,0
2218,3748,3748,3748,4,2016,4.0,2.0,0.0,147.0,159.0,1910.0,-37.8852,144.9997,1100000.0,1,0,0,0,0,0,0,1,1,0,0
2219,3751,3751,3751,2,2016,2.0,1.0,1.0,295.0,,1938.9054054054052,-37.8904,145.013,930000.0,0,0,1,0,1,0,0,0,1,0,0
2220,3754,3754,3754,3,2016,3.0,2.0,1.0,391.0,173.0,1905.0,-37.8885,145.0133,1755000.0,1,0,0,0,1,0,0,0,0,1,0
2221,3755,3755,3755,4,2016,4.0,1.0,1.0,489.0,150.0,1910.0,-37.8916,145.0123,1400000.0,1,0,0,0,0,0,1,0,0,1,0
2222,3756,3756,3756,3,2016,3.0,2.0,2.0,319.0,123.0,1990.0,-37.8922,145.0112,1240000.0,0,0,1,0,1,0,0,0,0,1,0
2223,3757,3757,3757,2,2016,2.0,1.0,2.0,99.0,92.0,1938.9054054054052,-37.8951,145.0085,700000.0,0,0,1,0,1,0,0,0,0,1,0
2224,3762,3762,3762,2,2016,2.0,1.0,1.0,815.0,62.0,2008.0,-37.8857,145.0136,591000.0,0,0,1,0,1,0,0,0,0,1,0
2225,3763,3763,3763,2,2016,2.0,1.0,1.0,1938.9054054054052,79.0,1970.0,-37.8838,145.0095,537000.0,0,0,1,0,1,0,0,0,0,1,0
2226,3764,3764,3764,3,2016,3.0,2.0,1.0,347.0,,1938.9054054054052,-37.8833,145.0118,1805000.0,1,0,0,1,0,0,0,0,0,1,0
2227,3765,3765,3765,3,2016,3.0,2.0,2.0,331.0,112.0,2010.0,-37.8847,144.9992,800000.0,1,0,0,0,0,0,0,1,0,1,0
2228,3766,3766,3766,3,2016,3.0,1.0,2.0,275.0,119.0,1900.0,-37.8859,144.9994,965000.0,1,0,0,1,0,0,0,0,0,1,0
2229,3768,3768,3768,2,2016,2.0,2.0,2.0,155.0,137.0,2011.0,-37.8887,145.0046,1160000.0,1,0,0,0,0,0,1,0,0,1,0
2230,3769,3769,3769,3,2016,3.0,2.0,2.0,108.0,3.0,2002.0,-37.8858,145.0012,820000.0,0,1,0,0,0,0,0,1,0,1,0
2231,3771,3771,3771,4,2016,4.0,2.0,2.0,527.0,184.0,1880.0,-37.883,145.0043,2600000.0,1,0,0,0,1,0,0,0,0,1,0
2232,3774,3774,3774,2,2016,2.0,1.0,1.0,198.0,,1938.9054054054052,-37.8824,145.0133,900000.0,1,0,0,0,0,0,0,1,0,1,0
2233,3775,3775,3775,3,2016,3.0,1.0,2.0,463.0,102.0,1938.9054054054052,-37.8879,145.0134,1390000.0,1,0,0,1,0,0,0,0,0,1,0
2234,3777,3777,3777,3,2016,3.0,2.0,2.0,179.0,125.0,2000.0,-37.8961,145.0125,1071000.0,0,1,0,0,1,0,0,0,0,1,0
2235,3778,3778,3778,3,2016,3.0,2.0,2.0,492.0,181.0,1905.0,-37.8789,145.0048,1800000.0,1,0,0,0,1,0,0,0,0,1,0
2236,3779,3779,3779,3,2016,3.0,2.0,1.0,419.0,204.0,1908.0,-37.8817,145.0126,2345000.0,1,0,0,0,1,0,0,0,0,1,0
2237,3780,3780,3780,2,2016,3.0,1.0,1.0,1938.9054054054052,1561.0,1966.0,-37.8829,145.0033,741000.0,0,0,1,0,1,0,0,0,0,1,0
2238,3781,3781,3781,2,2016,2.0,1.0,1.0,1764.0,100.0,1930.0,-37.8889,145.0043,626000.0,0,0,1,0,1,0,0,0,0,1,0
2239,3782,3782,3782,3,2017,3.0,1.0,1.0,590.0,185.0,1938.9054054054052,-37.8807,145.0005,2160000.0,1,0,0,0,1,0,0,0,0,1,0
2240,3785,3785,3785,4,2017,4.0,2.0,2.0,661.0,204.0,1938.9054054054052,-37.8844,145.0117,3000000.0,1,0,0,0,1,0,0,0,0,1,0
2241,3787,3787,3787,3,2017,3.0,2.0,0.0,195.0,,1938.9054054054052,-37.8831,145.0127,1500000.0,1,0,0,0,0,0,0,1,0,1,0
2242,3790,3790,3790,4,2016,1.0,3.0,2.0,386.0,185.0,1913.0,-37.883,144.999,1650000.0,1,0,0,1,0,0,0,0,0,1,0
2243,3791,3791,3791,3,2016,3.0,2.0,2.0,108.0,142.0,2000.0,-37.8861,145.0014,850000.0,0,1,0,1,0,0,0,0,0,0,1
2244,3792,3792,3792,3,2016,3.0,2.0,2.0,517.0,207.0,1900.0,-37.8813,145.0063,1750000.0,1,0,0,0,0,0,0,1,0,1,0
2245,3793,3793,3793,3,2016,3.0,1.0,2.0,351.0,108.0,1915.0,-37.8832,145.0133,1450000.0,1,0,0,0,1,0,0,0,0,1,0
2246,3794,3794,3794,4,2016,4.0,3.0,2.0,669.0,255.0,1930.0,-37.8871,145.0081,2806000.0,1,0,0,0,1,0,0,0,0,1,0
2247,3796,3796,3796,3,2016,3.0,1.0,1.0,1938.9054054054052,95.0,1970.0,-37.8921,145.0106,782000.0,0,0,1,0,1,0,0,0,0,1,0
2248,3797,3797,3797,4,2016,4.0,2.0,2.0,125.0,200.0,2000.0,-37.8855,145.001,1007000.0,1,0,0,0,1,0,0,0,0,0,1
2249,3799,3799,3799,4,2016,4.0,2.0,2.0,376.0,192.0,1917.0,-37.892,145.008,1450000.0,1,0,0,1,0,0,0,0,0,1,0
2250,3800,3800,3800,2,2016,1.0,1.0,1.0,1938.9054054054052,59.0,2006.0,-37.8822,144.9994,500000.0,0,0,1,0,1,0,0,0,0,1,0
2251,3801,3801,3801,4,2016,5.0,3.0,2.0,701.0,273.0,1885.0,-37.8897,145.008,2600000.0,1,0,0,0,0,0,1,0,0,1,0
2252,3802,3802,3802,2,2016,2.0,1.0,1.0,147.0,81.0,1915.0,-37.8849,144.9993,895000.0,1,0,0,0,1,0,0,0,0,0,1
2253,3803,3803,3803,2,2016,2.0,2.0,1.0,1938.9054054054052,,1938.9054054054052,-37.8868,145.0,751000.0,0,1,0,0,1,0,0,0,0,1,0
2254,3804,3804,3804,4,2016,3.0,3.0,2.0,420.0,270.0,2016.0,-37.8891,145.0102,2050000.0,1,0,0,1,0,0,0,0,0,1,0
2255,3808,3808,3808,3,2016,3.0,1.0,1.0,418.0,152.0,1890.0,-37.8831,145.0153,1605000.0,1,0,0,0,1,0,0,0,0,1,0
2256,3812,3812,3812,2,2016,0.0,0.0,0.0,1938.9054054054052,,1938.9054054054052,-37.8863,144.9996,410000.0,0,0,1,0,0,0,0,1,0,1,0
2257,3813,3813,3813,2,2016,2.0,1.0,0.0,1938.9054054054052,,1938.9054054054052,-37.8889,145.0043,577000.0,0,0,1,0,1,0,0,0,0,1,0
2258,3815,3815,3815,1,2016,1.0,1.0,1.0,1953.742331288344,51.0,1930.0,-37.8761,144.9871,520000.0,0,0,1,0,1,0,0,0,0,1,0
2259,3816,3816,3816,3,2016,3.0,2.0,2.0,1170.0,,1953.742331288344,-37.8831,144.9801,1350000.0,0,1,0,0,1,0,0,0,1,0,0
2260,3817,3817,3817,1,2016,1.0,1.0,0.0,1953.742331288344,,1953.742331288344,-37.882,144.9785,392500.0,0,0,1,0,0,0,1,0,0,1,0
2261,3818,3818,3818,2,2016,2.0,1.0,1.0,1953.742331288344,79.0,1970.0,-37.8752,144.9911,507000.0,0,0,1,0,1,0,0,0,0,0,1
2262,3819,3819,3819,2,2016,2.0,1.0,1.0,553.0,83.0,1960.0,-37.8802,144.9942,525000.0,0,0,1,0,1,0,0,0,0,0,1
2263,3820,3820,3820,3,2016,3.0,1.0,2.0,463.0,,1953.742331288344,-37.8787,144.985,2116000.0,1,0,0,0,1,0,0,0,0,1,0
2264,3822,3822,3822,2,2016,2.0,1.0,1.0,1953.742331288344,71.0,1930.0,-37.8791,144.9923,750000.0,0,0,1,0,1,0,0,0,0,1,0
2265,3823,3823,3823,1,2016,1.0,1.0,1.0,1953.742331288344,60.0,2001.0,-37.8857,144.9884,510000.0,0,0,1,0,1,0,0,0,0,1,0
2266,3824,3824,3824,2,2016,2.0,1.0,0.0,1953.742331288344,,1953.742331288344,-37.8808,144.9847,599999.0,0,0,1,0,1,0,0,0,0,1,0
2267,3825,3825,3825,1,2016,1.0,1.0,0.0,1953.742331288344,33.0,1930.0,-37.8749,144.9842,300000.0,0,0,1,0,1,0,0,0,1,0,0
2268,3828,3828,3828,3,2016,3.0,2.0,1.0,400.0,126.0,1996.0,-37.8829,144.9797,1395000.0,0,1,0,0,1,0,0,0,0,0,1
2269,3829,3829,3829,2,2017,2.0,1.0,1.0,1966.0,85.0,1960.0,-37.8725,144.9848,855000.0,0,0,1,0,1,0,0,0,1,0,0
2270,3831,3831,3831,2,2017,2.0,2.0,2.0,2381.0,,2009.0,-37.8831,144.9841,1050000.0,0,0,1,0,0,0,0,1,0,1,0
2271,3832,3832,3832,2,2017,2.0,1.0,1.0,2925.0,,1953.742331288344,-37.8867,144.9836,955000.0,0,0,1,0,1,0,0,0,0,1,0
2272,3833,3833,3833,2,2017,2.0,1.0,1.0,510.0,,1953.742331288344,-37.881,144.9837,680000.0,0,0,1,1,0,0,0,0,1,0,0
2273,3834,3834,3834,3,2017,3.0,1.0,2.0,327.0,,1900.0,-37.8846,144.9879,1911000.0,1,0,0,0,1,0,0,0,0,1,0
2274,3835,3835,3835,2,2016,2.0,1.0,2.0,1953.742331288344,85.0,1940.0,-37.8794,144.9938,790000.0,0,0,1,0,1,0,0,0,0,1,0
2275,3838,3838,3838,2,2016,2.0,1.0,1.0,1953.742331288344,68.0,1960.0,-37.8839,144.9855,550000.0,0,0,1,0,1,0,0,0,0,0,1
2276,3840,3840,3840,1,2016,1.0,1.0,1.0,1953.742331288344,50.0,1965.0,-37.8785,144.9885,357000.0,0,0,1,0,1,0,0,0,0,1,0
2277,3844,3844,3844,2,2016,2.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8818,144.9918,685000.0,0,0,1,1,0,0,0,0,0,1,0
2278,3846,3846,3846,2,2016,2.0,1.0,0.0,163.0,92.0,1890.0,-37.8778,144.9904,1210000.0,1,0,0,0,1,0,0,0,0,0,1
2279,3848,3848,3848,2,2016,2.0,1.0,2.0,1953.742331288344,86.0,1930.0,-37.874,144.9819,825000.0,0,0,1,0,1,0,0,0,0,1,0
2280,3849,3849,3849,3,2016,3.0,1.0,0.0,257.0,138.0,1920.0,-37.881,144.9841,1050000.0,1,0,0,0,0,0,0,1,0,1,0
2281,3850,3850,3850,2,2016,2.0,1.0,1.0,1953.742331288344,54.0,1970.0,-37.8831,144.9855,632000.0,0,0,1,1,0,0,0,0,1,0,0
2282,3852,3852,3852,2,2016,2.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.885,144.991,582500.0,0,0,1,0,1,0,0,0,0,1,0
2283,3853,3853,3853,1,2016,1.0,1.0,1.0,1953.742331288344,43.0,1970.0,-37.8831,144.9918,485000.0,0,0,1,0,1,0,0,0,0,1,0
2284,3854,3854,3854,2,2016,2.0,2.0,1.0,317.0,,1953.742331288344,-37.8815,144.9903,660000.0,0,0,1,0,0,0,0,1,0,1,0
2285,3855,3855,3855,2,2016,2.0,1.0,0.0,483.0,57.0,1950.0,-37.874,144.9835,575000.0,0,0,1,1,0,0,0,0,0,1,0
2286,3857,3857,3857,2,2016,2.0,1.0,1.0,1953.742331288344,77.0,1970.0,-37.8757,144.9853,590000.0,0,0,1,1,0,0,0,0,0,1,0
2287,3862,3862,3862,3,2017,3.0,2.0,1.0,116.0,119.0,1996.0,-37.8789,144.9836,1238000.0,1,0,0,0,1,0,0,0,0,1,0
2288,3863,3863,3863,2,2017,2.0,1.0,1.0,626.0,,1953.742331288344,-37.8791,144.9923,640000.0,0,0,1,0,1,0,0,0,0,1,0
2289,3864,3864,3864,2,2017,2.0,1.0,1.0,1953.742331288344,62.0,1950.0,-37.8831,144.9896,510000.0,0,0,1,1,0,0,0,0,1,0,0
2290,3865,3865,3865,2,2016,2.0,1.0,1.0,1953.742331288344,,1950.0,-37.8758,144.9874,717000.0,0,0,1,0,1,0,0,0,0,1,0
2291,3867,3867,3867,4,2016,4.0,2.0,0.0,223.0,173.0,1910.0,-37.882,144.993,1875000.0,1,0,0,0,1,0,0,0,0,0,1
2292,3868,3868,3868,2,2016,2.0,1.0,0.0,249.0,,1953.742331288344,-37.8778,144.9866,1180000.0,1,0,0,0,1,0,0,0,0,1,0
2293,3869,3869,3869,3,2016,3.0,1.0,1.0,1953.742331288344,100.0,1960.0,-37.8726,144.9846,780000.0,0,0,1,0,1,0,0,0,0,1,0
2294,3873,3873,3873,3,2016,3.0,2.0,1.0,75.0,122.0,2002.0,-37.8843,144.9917,878500.0,1,0,0,0,1,0,0,0,1,0,0
2295,3875,3875,3875,3,2016,4.0,2.0,6.0,737.0,207.0,1915.0,-37.8839,144.9831,3572000.0,1,0,0,0,1,0,0,0,0,1,0
2296,3877,3877,3877,2,2016,2.0,1.0,2.0,1953.742331288344,,2003.0,-37.8844,144.9855,1015000.0,0,0,1,0,1,0,0,0,0,1,0
2297,3879,3879,3879,3,2016,3.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8808,144.9893,940000.0,0,1,0,0,1,0,0,0,0,1,0
2298,3880,3880,3880,2,2016,2.0,1.0,1.0,1953.742331288344,,1960.0,-37.8828,144.9897,630000.0,0,0,1,0,1,0,0,0,0,1,0
2299,3883,3883,3883,3,2016,3.0,2.0,2.0,316.0,,1910.0,-37.875,144.9813,1700000.0,1,0,0,0,1,0,0,0,0,1,0
2300,3884,3884,3884,2,2016,2.0,1.0,1.0,1622.0,,1970.0,-37.8716,144.9869,686000.0,0,0,1,0,1,0,0,0,1,0,0
2301,3885,3885,3885,2,2016,2.0,1.0,0.0,1953.742331288344,70.0,1930.0,-37.8751,144.987,560000.0,0,0,1,1,0,0,0,0,1,0,0
2302,3886,3886,3886,2,2016,2.0,1.0,0.0,1953.742331288344,88.0,1940.0,-37.8809,144.9833,765000.0,0,0,1,0,1,0,0,0,0,1,0
2303,3888,3888,3888,2,2016,2.0,2.0,1.0,1953.742331288344,84.0,1970.0,-37.883,144.9916,670000.0,0,0,1,0,1,0,0,0,0,1,0
2304,3890,3890,3890,3,2016,3.0,2.0,1.0,246.0,133.0,1950.0,-37.8861,144.9877,1625000.0,1,0,0,0,1,0,0,0,0,1,0
2305,3891,3891,3891,2,2016,2.0,2.0,1.0,1953.742331288344,104.0,1923.0,-37.8744,144.9888,1122000.0,0,0,1,0,0,0,1,0,0,1,0
2306,3892,3892,3892,2,2016,2.0,1.0,1.0,1307.0,,1960.0,-37.8838,144.9853,559000.0,0,0,1,1,0,0,0,0,0,1,0
2307,3895,3895,3895,1,2017,1.0,1.0,1.0,1547.0,,1970.0,-37.8749,144.9903,369000.0,0,0,1,0,1,0,0,0,1,0,0
2308,3896,3896,3896,2,2017,2.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8749,144.9799,525500.0,0,0,1,0,0,0,1,0,0,1,0
2309,3898,3898,3898,4,2016,4.0,2.0,2.0,560.0,185.0,1920.0,-37.8822,144.9913,2400000.0,1,0,0,1,0,0,0,0,0,1,0
2310,3901,3901,3901,2,2016,2.0,1.0,1.0,1953.742331288344,70.0,1965.0,-37.8902,144.9907,655000.0,0,0,1,1,0,0,0,0,0,1,0
2311,3902,3902,3902,2,2016,2.0,1.0,0.0,1953.742331288344,98.0,1930.0,-37.875,144.991,684000.0,0,0,1,0,0,0,1,0,0,1,0
2312,3903,3903,3903,1,2016,1.0,1.0,1.0,1953.742331288344,,1970.0,-37.8895,144.9902,451000.0,0,0,1,0,1,0,0,0,0,1,0
2313,3907,3907,3907,2,2016,2.0,1.0,1.0,1953.742331288344,63.0,1970.0,-37.8761,144.9821,500000.0,0,0,1,0,0,0,0,1,0,0,1
2314,3908,3908,3908,2,2016,2.0,1.0,1.0,1953.742331288344,67.0,1930.0,-37.8811,144.9797,680000.0,0,0,1,0,0,0,1,0,0,1,0
2315,3909,3909,3909,2,2016,2.0,1.0,1.0,1953.742331288344,75.0,1960.0,-37.8715,144.9873,600000.0,0,0,1,0,1,0,0,0,1,0,0
2316,3910,3910,3910,1,2016,1.0,1.0,1.0,1953.742331288344,51.0,1960.0,-37.8767,144.9849,370000.0,0,0,1,1,0,0,0,0,0,1,0
2317,3911,3911,3911,2,2016,2.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8861,144.9863,612000.0,0,0,1,0,1,0,0,0,0,1,0
2318,3912,3912,3912,3,2017,3.0,2.0,0.0,218.0,,1953.742331288344,-37.8758,144.9798,1561000.0,1,0,0,0,1,0,0,0,0,1,0
2319,3913,3913,3913,1,2017,1.0,1.0,1.0,644.0,47.0,1960.0,-37.8798,144.994,390000.0,0,0,1,0,0,0,0,1,1,0,0
2320,3914,3914,3914,1,2017,1.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8766,144.991,313000.0,0,0,1,0,1,0,0,0,0,1,0
2321,3916,3916,3916,2,2017,2.0,1.0,1.0,1953.742331288344,70.0,1935.0,-37.8817,144.984,630000.0,0,0,1,1,0,0,0,0,0,1,0
2322,3917,3917,3917,3,2017,3.0,1.0,1.0,345.0,,1953.742331288344,-37.8865,144.9891,1675000.0,1,0,0,0,1,0,0,0,0,0,1
2323,3918,3918,3918,1,2017,1.0,1.0,1.0,900.0,,1953.742331288344,-37.8839,144.9848,470000.0,0,0,1,0,0,0,1,0,1,0,0
2324,3920,3920,3920,2,2017,2.0,1.0,0.0,1953.742331288344,80.0,1940.0,-37.8757,144.987,640000.0,0,0,1,0,1,0,0,0,0,1,0
2325,3921,3921,3921,2,2017,2.0,2.0,1.0,799.0,110.0,2012.0,-37.8818,144.9918,932000.0,0,0,1,0,1,0,0,0,0,1,0
2326,3922,3922,3922,2,2017,2.0,1.0,1.0,1953.742331288344,75.0,1975.0,-37.8842,144.9829,645000.0,0,0,1,0,1,0,0,0,1,0,0
2327,3923,3923,3923,1,2017,1.0,1.0,1.0,1953.742331288344,37.0,1970.0,-37.8839,144.9903,347000.0,0,0,1,0,1,0,0,0,0,1,0
2328,3924,3924,3924,2,2016,2.0,1.0,1.0,1953.742331288344,83.0,1930.0,-37.8725,144.9854,875000.0,0,0,1,0,0,0,1,0,0,1,0
2329,3925,3925,3925,2,2016,2.0,1.0,1.0,1953.742331288344,65.0,1970.0,-37.8895,144.9902,582500.0,0,0,1,0,0,0,1,0,0,1,0
2330,3927,3927,3927,2,2016,2.0,1.0,1.0,1953.742331288344,50.0,1940.0,-37.8831,144.9855,570000.0,0,0,1,0,1,0,0,0,0,1,0
2331,3928,3928,3928,4,2016,3.0,3.0,0.0,235.0,211.0,2005.0,-37.8775,144.9808,1875000.0,1,0,0,0,0,0,0,1,0,1,0
2332,3931,3931,3931,1,2016,1.0,1.0,1.0,1953.742331288344,,1953.742331288344,-37.8768,144.9905,326000.0,0,0,1,0,0,0,0,1,1,0,0
2333,3932,3932,3932,1,2016,1.0,1.0,1.0,1953.742331288344,42.0,1970.0,-37.8784,144.9864,340000.0,0,0,1,0,0,0,1,0,0,1,0
2334,3933,3933,3933,4,2016,4.0,3.0,2.0,348.0,218.0,1900.0,-37.8748,144.9778,2200000.0,1,0,0,1,0,0,0,0,0,0,1
2335,3934,3934,3934,2,2016,2.0,1.0,1.0,1953.742331288344,69.0,1930.0,-37.8828,144.9899,687500.0,0,0,1,0,1,0,0,0,0,1,0
2336,3936,3936,3936,2,2016,2.0,1.0,1.0,1953.742331288344,,1960.0,-37.8753,144.9902,680000.0,0,0,1,1,0,0,0,0,1,0,0
2337,3939,3939,3939,2,2016,2.0,1.0,1.0,1953.742331288344,85.0,1940.0,-37.874,144.9903,730000.0,0,0,1,0,1,0,0,0,0,1,0
2338,3940,3940,3940,2,2016,2.0,1.0,0.0,1953.742331288344,47.0,1930.0,-37.8809,144.9947,526000.0,0,0,1,0,1,0,0,0,0,1,0
2339,3942,3942,3942,3,2016,3.0,2.0,2.0,758.0,18.0,2010.0,-37.8768,144.9845,920000.0,0,1,0,1,0,0,0,0,0,1,0
2340,3944,3944,3944,3,2016,3.0,2.0,2.0,374.0,162.0,1925.0,-37.8747,144.987,1830000.0,1,0,0,0,1,0,0,0,0,1,0
2341,3948,3948,3948,2,2016,2.0,2.0,1.0,1307.0,,1960.0,-37.8838,144.9853,572500.0,0,0,1,1,0,0,0,0,0,1,0
2342,3949,3949,3949,3,2016,2.0,1.0,1.0,393.0,,1923.0,-37.8835,144.9873,1925000.0,1,0,0,0,0,0,0,1,0,1,0
2343,3951,3951,3951,3,2016,3.0,2.0,2.0,684.0,147.0,1950.0,-37.7585,144.9317,1425000.0,1,0,0,0,1,0,0,0,1,0,0
2344,3952,3952,3952,2,2016,2.0,1.0,1.0,263.0,113.0,1980.0,-37.7418,144.8977,660000.0,0,0,1,0,1,0,0,0,1,0,0
2345,3953,3953,3953,2,2016,2.0,1.0,1.0,1963.502732240437,83.0,1980.0,-37.7575,144.9298,550000.0,0,0,1,0,0,0,0,1,1,0,0
2346,3954,3954,3954,3,2016,3.0,1.0,1.0,445.0,,1963.502732240437,-37.7505,144.8934,980000.0,1,0,0,0,0,0,0,1,1,0,0
2347,3957,3957,3957,3,2016,3.0,1.0,3.0,688.0,105.0,1930.0,-37.7578,144.9317,1295000.0,1,0,0,1,0,0,0,0,1,0,0
2348,3959,3959,3959,4,2016,4.0,1.0,2.0,733.0,,1963.502732240437,-37.7587,144.91,1900000.0,1,0,0,0,1,0,0,0,1,0,0
2349,3960,3960,3960,2,2016,2.0,1.0,2.0,752.0,89.0,1990.0,-37.7553,144.9302,595000.0,0,1,0,0,1,0,0,0,0,0,1
2350,3962,3962,3962,3,2016,3.0,2.0,2.0,225.0,98.0,2008.0,-37.7454,144.8987,911000.0,1,0,0,0,1,0,0,0,0,1,0
2351,3963,3963,3963,4,2017,4.0,2.0,1.0,288.0,210.0,1980.0,-37.7562,144.9286,900000.0,1,0,0,0,0,0,1,0,1,0,0
2352,3964,3964,3964,2,2017,2.0,1.0,1.0,1963.502732240437,76.0,1980.0,-37.7495,144.9205,645000.0,0,0,1,0,1,0,0,0,1,0,0
2353,3965,3965,3965,4,2017,4.0,2.0,4.0,704.0,,1963.502732240437,-37.7509,144.9219,1965000.0,1,0,0,0,1,0,0,0,0,1,0
2354,3966,3966,3966,3,2017,3.0,2.0,1.0,282.0,,1963.502732240437,-37.7491,144.8917,840000.0,0,0,1,0,1,0,0,0,1,0,0
2355,3967,3967,3967,2,2017,2.0,1.0,1.0,168.0,77.0,2008.0,-37.758,144.9311,702500.0,0,0,1,0,1,0,0,0,1,0,0
2356,3968,3968,3968,3,2017,3.0,1.0,2.0,549.0,106.0,1950.0,-37.7479,144.8931,960000.0,1,0,0,0,1,0,0,0,0,1,0
2357,3970,3970,3970,4,2017,4.0,2.0,1.0,291.0,183.0,1920.0,-37.7544,144.9325,1670000.0,1,0,0,0,1,0,0,0,1,0,0
2358,3971,3971,3971,3,2016,3.0,2.0,1.0,789.0,257.0,1890.0,-37.7558,144.9073,1100000.0,1,0,0,0,0,0,0,1,1,0,0
2359,3973,3973,3973,4,2016,3.0,2.0,2.0,648.0,215.0,1910.0,-37.7493,144.9112,1800000.0,1,0,0,0,1,0,0,0,1,0,0
2360,3975,3975,3975,4,2016,3.0,3.0,2.0,374.0,267.0,2015.0,-37.7507,144.8911,1250000.0,0,1,0,1,0,0,0,0,0,0,1
2361,3978,3978,3978,3,2016,3.0,1.0,1.0,754.0,,1963.502732240437,-37.7528,144.8967,1365000.0,1,0,0,0,1,0,0,0,1,0,0
2362,3980,3980,3980,2,2016,2.0,1.0,1.0,646.0,100.0,1950.0,-37.7502,144.8923,1130000.0,1,0,0,0,0,0,1,0,1,0,0
2363,3981,3981,3981,2,2016,2.0,1.0,3.0,1963.502732240437,55.0,1975.0,-37.7569,144.9256,370000.0,0,0,1,1,0,0,0,0,0,1,0
2364,3982,3982,3982,3,2016,3.0,2.0,2.0,188.0,171.0,1900.0,-37.7532,144.9178,1467000.0,1,0,0,0,1,0,0,0,0,1,0
2365,3983,3983,3983,2,2016,2.0,1.0,0.0,634.0,,1963.502732240437,-37.7406,144.894,1315000.0,1,0,0,0,1,0,0,0,1,0,0
2366,3985,3985,3985,3,2016,3.0,1.0,1.0,669.0,,1963.502732240437,-37.7534,144.9154,2390000.0,1,0,0,0,1,0,0,0,1,0,0
2367,3986,3986,3986,3,2016,3.0,2.0,2.0,307.0,,1963.502732240437,-37.7543,144.9249,1240000.0,1,0,0,0,1,0,0,0,1,0,0
2368,3988,3988,3988,2,2016,2.0,1.0,0.0,1963.502732240437,,1963.502732240437,-37.7557,144.9222,456000.0,0,0,1,0,1,0,0,0,0,1,0
2369,3989,3989,3989,5,2016,5.0,4.0,6.0,877.0,378.0,2005.0,-37.7491,144.9002,2800000.0,1,0,0,1,0,0,0,0,1,0,0
2370,3993,3993,3993,1,2016,1.0,1.0,1.0,1963.502732240437,,1975.0,-37.7447,144.9184,325000.0,0,0,1,0,1,0,0,0,0,1,0
2371,3994,3994,3994,2,2016,2.0,1.0,1.0,1963.502732240437,,1970.0,-37.7504,144.9051,521000.0,0,0,1,0,1,0,0,0,1,0,0
2372,3995,3995,3995,2,2016,2.0,1.0,1.0,228.0,,1963.502732240437,-37.7531,144.9059,645000.0,0,0,1,0,1,0,0,0,1,0,0
2373,3996,3996,3996,4,2016,4.0,3.0,2.0,256.0,217.0,2015.0,-37.7527,144.8957,1160000.0,1,0,0,0,1,0,0,0,1,0,0
2374,4001,4001,4001,2,2016,2.0,1.0,1.0,916.0,,1963.502732240437,-37.7502,144.9065,445000.0,0,0,1,0,1,0,0,0,1,0,0
2375,4003,4003,4003,6,2016,6.0,4.0,2.0,860.0,355.0,1930.0,-37.7484,144.9025,2620000.0,1,0,0,0,1,0,0,0,0,1,0
2376,4004,4004,4004,3,2016,3.0,1.0,3.0,533.0,125.0,1955.0,-37.7462,144.8953,1226000.0,1,0,0,0,1,0,0,0,1,0,0
2377,4005,4005,4005,3,2016,3.0,1.0,3.0,477.0,,1963.502732240437,-37.7499,144.9127,825000.0,1,0,0,1,0,0,0,0,1,0,0
2378,4006,4006,4006,4,2017,4.0,2.0,1.0,554.0,193.0,1940.0,-37.7508,144.8937,1402000.0,1,0,0,0,1,0,0,0,1,0,0
2379,4007,4007,4007,3,2017,3.0,1.0,2.0,226.0,,2000.0,-37.7393,144.8931,897000.0,1,0,0,0,1,0,0,0,0,0,1
2380,4009,4009,4009,3,2017,3.0,1.0,1.0,503.0,,1963.502732240437,-37.7456,144.9059,1240000.0,1,0,0,0,1,0,0,0,0,0,1
2381,4010,4010,4010,3,2016,4.0,2.0,2.0,1021.0,,1963.502732240437,-37.7415,144.8987,1990000.0,1,0,0,0,1,0,0,0,1,0,0
2382,4011,4011,4011,3,2016,3.0,1.0,2.0,396.0,116.0,1950.0,-37.7484,144.8907,855000.0,1,0,0,0,1,0,0,0,1,0,0
2383,4012,4012,4012,4,2016,3.0,2.0,2.0,725.0,,1963.502732240437,-37.7551,144.9047,1775000.0,1,0,0,0,1,0,0,0,1,0,0
